<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,D,20100603,000000,72.9800000,73.2600000,72.0000000,72.0100000,224359720
SBER,D,20100604,000000,72.2600000,73.5300000,69.5000000,70.2500000,305215180
SBER,D,20100607,000000,67.6500000,71.7400000,67.4000000,71.1400000,270585434
SBER,D,20100608,000000,71.9800000,72.4900000,70.1800000,70.9500000,308890882
SBER,D,20100609,000000,71.7400000,72.5700000,70.6300000,71.9000000,253838637
SBER,D,20100610,000000,72.0800000,73.3500000,70.7700000,73.2900000,251607832
SBER,D,20100611,000000,73.7600000,73.8000000,71.3500000,72.1900000,192359104
SBER,D,20100615,000000,72.6500000,76.0000000,72.2400000,76.0000000,241875695
SBER,D,20100616,000000,77.0000000,77.4400000,75.3100000,76.7100000,263409279
SBER,D,20100617,000000,76.4800000,79.7400000,76.1300000,78.5000000,341705028
SBER,D,20100618,000000,78.8900000,80.3000000,77.4300000,80.3000000,231118759
SBER,D,20100621,000000,82.0100000,84.5600000,81.8000000,84.0200000,212706694
SBER,D,20100622,000000,83.0000000,83.9000000,81.0300000,82.4100000,256299831
SBER,D,20100623,000000,81.5900000,83.0500000,80.5500000,80.8500000,173616966
SBER,D,20100624,000000,81.7300000,82.0800000,79.9300000,80.2800000,181104210
SBER,D,20100625,000000,80.0700000,80.3700000,77.7000000,78.0000000,196920634
SBER,D,20100628,000000,78.5400000,80.7000000,78.2300000,80.1300000,168813490
SBER,D,20100629,000000,79.0000000,79.0000000,76.4400000,77.5000000,176724856
SBER,D,20100630,000000,77.1100000,78.4300000,76.0500000,76.5000000,279507669
SBER,D,20100701,000000,75.1000000,75.5000000,71.7900000,71.9000000,237625783
SBER,D,20100702,000000,73.1900000,73.9300000,71.5000000,72.9800000,274749056
SBER,D,20100705,000000,73.0600000,73.7900000,72.7600000,73.3700000,94716715
SBER,D,20100706,000000,74.1600000,76.7700000,74.0000000,76.7000000,218357012
SBER,D,20100707,000000,75.6600000,77.5300000,74.0500000,77.4900000,269422892
SBER,D,20100708,000000,78.9100000,79.4500000,77.1300000,77.1800000,244029750
SBER,D,20100709,000000,78.2000000,78.5900000,76.0000000,77.6600000,184373531
SBER,D,20100712,000000,77.0000000,80.2500000,76.9500000,79.8000000,235777541
SBER,D,20100713,000000,79.3900000,82.7000000,79.1100000,82.4700000,266715548
SBER,D,20100714,000000,83.0100000,83.4700000,81.6700000,82.0600000,227868576
SBER,D,20100715,000000,82.2200000,84.2700000,80.5500000,80.7600000,288190150
SBER,D,20100716,000000,81.1300000,81.7500000,78.4300000,79.0700000,242405005
SBER,D,20100719,000000,78.6500000,80.8300000,78.5000000,80.5000000,168547801
SBER,D,20100720,000000,81.1700000,81.7000000,78.6900000,79.8000000,199749366
SBER,D,20100721,000000,80.7100000,82.2600000,80.3800000,81.9000000,225330502
SBER,D,20100722,000000,80.9900000,84.0500000,80.8100000,83.9300000,239318525
SBER,D,20100723,000000,84.0000000,84.2000000,82.3600000,83.0100000,209165213
SBER,D,20100726,000000,84.1100000,84.7200000,83.1000000,84.1900000,168546779
SBER,D,20100727,000000,84.2200000,85.7400000,83.5500000,84.6200000,209242717
SBER,D,20100728,000000,84.9000000,85.6000000,83.8100000,84.2800000,193767068
SBER,D,20100729,000000,84.5100000,86.7000000,84.2100000,86.5800000,164976895
SBER,D,20100730,000000,85.8900000,86.1700000,83.1000000,84.5600000,180324601
SBER,D,20100802,000000,85.4000000,86.8400000,85.3900000,86.5800000,157237778
SBER,D,20100803,000000,86.8500000,86.9000000,85.4300000,85.8400000,137070522
SBER,D,20100804,000000,85.4400000,86.7300000,84.6000000,85.8400000,166833439
SBER,D,20100805,000000,85.9100000,86.1900000,83.9300000,84.3000000,160989689
SBER,D,20100806,000000,84.7900000,84.9800000,82.4600000,82.8300000,146529445
SBER,D,20100809,000000,83.5000000,84.2000000,83.0600000,83.6800000,103287373
SBER,D,20100810,000000,83.1000000,83.2800000,81.6200000,82.8000000,132671065
SBER,D,20100811,000000,81.9500000,82.2300000,80.5200000,80.9300000,141426303
SBER,D,20100812,000000,80.2800000,81.6800000,79.8400000,80.9200000,173871830
SBER,D,20100813,000000,82.0100000,82.2800000,79.9200000,80.7100000,159362438
SBER,D,20100816,000000,81.1600000,81.3900000,79.0100000,79.9700000,155632974
SBER,D,20100817,000000,80.4000000,81.4700000,79.8800000,81.2600000,151110456
SBER,D,20100818,000000,81.1600000,81.2600000,79.8100000,80.6000000,133566044
SBER,D,20100819,000000,81.1500000,81.7500000,79.3100000,79.4000000,164717210
SBER,D,20100820,000000,79.3900000,79.9200000,78.0400000,78.3700000,152264492
SBER,D,20100823,000000,78.4900000,78.9600000,77.2700000,77.9500000,149805508
SBER,D,20100824,000000,77.4000000,77.4100000,75.2000000,75.4000000,178252851
SBER,D,20100825,000000,75.2000000,76.4500000,73.5500000,73.9900000,223856574
SBER,D,20100826,000000,74.9800000,76.7500000,74.5500000,76.6200000,246551462
SBER,D,20100827,000000,76.0500000,77.3500000,75.2500000,77.0100000,219012614
SBER,D,20100830,000000,78.0000000,78.1700000,77.1100000,77.3000000,114745637
SBER,D,20100831,000000,76.0300000,78.4500000,75.7200000,78.3100000,155335410
SBER,D,20100901,000000,78.5500000,80.5600000,77.6000000,80.4200000,187977718
SBER,D,20100902,000000,80.4400000,81.2500000,79.9400000,80.6300000,165630262
SBER,D,20100903,000000,80.7000000,82.3500000,80.2700000,81.7200000,172140080
SBER,D,20100906,000000,82.1100000,82.4000000,81.5600000,81.7400000,60558474
SBER,D,20100907,000000,81.3900000,81.4000000,79.7700000,79.9500000,132388734
SBER,D,20100908,000000,79.6600000,82.3100000,79.4200000,82.1800000,210469915
SBER,D,20100909,000000,82.0500000,84.5000000,81.9900000,83.6600000,217850068
SBER,D,20100910,000000,83.3700000,84.1900000,82.7300000,83.3600000,130419823
SBER,D,20100913,000000,84.5500000,85.1600000,84.4500000,84.5900000,138914273
SBER,D,20100914,000000,84.2500000,85.8600000,84.0000000,84.5000000,210389382
SBER,D,20100915,000000,84.2300000,84.6700000,83.3700000,84.4500000,158521119
SBER,D,20100916,000000,84.0000000,84.8000000,82.8300000,83.0000000,161423269
SBER,D,20100917,000000,83.7200000,84.1000000,82.0500000,82.1500000,125449121
SBER,D,20100920,000000,82.5000000,83.4300000,81.6500000,83.3700000,124879746
SBER,D,20100921,000000,83.5100000,84.3200000,83.1400000,83.8400000,100222378
SBER,D,20100922,000000,83.8700000,83.8900000,82.5000000,82.7300000,137378603
SBER,D,20100923,000000,82.8500000,84.3700000,82.6600000,84.3000000,165787170
SBER,D,20100924,000000,83.8900000,85.0000000,83.6200000,84.8100000,146043704
SBER,D,20100927,000000,85.2600000,85.4400000,83.4100000,83.6600000,124405263
SBER,D,20100928,000000,83.2600000,83.9500000,82.5400000,83.0600000,125459622
SBER,D,20100929,000000,83.4600000,84.6200000,83.2700000,83.9000000,135735995
SBER,D,20100930,000000,83.6900000,86.1500000,83.6100000,86.0800000,156733139
SBER,D,20101001,000000,85.9400000,89.9200000,85.7200000,89.0900000,332429890
SBER,D,20101004,000000,89.3000000,90.7700000,88.9500000,89.8800000,194032721
SBER,D,20101005,000000,89.8000000,92.0500000,89.4200000,91.9700000,198775753
SBER,D,20101006,000000,92.5200000,92.9900000,90.7100000,91.2000000,210406027
SBER,D,20101007,000000,91.4100000,91.7200000,90.0900000,90.4000000,145137617
SBER,D,20101008,000000,90.2200000,90.5700000,89.1500000,90.5000000,125230555
SBER,D,20101011,000000,90.9800000,91.8000000,90.9100000,91.7400000,64277589
SBER,D,20101012,000000,90.8900000,91.3800000,90.0700000,90.9000000,129917836
SBER,D,20101013,000000,91.6200000,92.5400000,90.7300000,91.3000000,224207640
SBER,D,20101014,000000,91.8000000,92.4700000,90.9400000,91.4700000,174581744
SBER,D,20101015,000000,91.2100000,92.5300000,90.5400000,92.5300000,167096115
SBER,D,20101018,000000,92.0000000,95.1000000,91.7400000,94.9600000,226732208
SBER,D,20101019,000000,95.0800000,97.3500000,94.9100000,95.3700000,258771507
SBER,D,20101020,000000,94.9600000,97.8200000,94.6500000,97.7000000,205862977
SBER,D,20101021,000000,97.8700000,103.5000000,97.4500000,103.3100000,384367907
SBER,D,20101022,000000,103.4000000,104.4400000,101.3000000,101.9000000,240038898
SBER,D,20101025,000000,103.5000000,104.2000000,102.2200000,102.3000000,131972417
SBER,D,20101026,000000,102.0000000,102.3400000,99.7900000,101.4200000,156315853
SBER,D,20101027,000000,101.2000000,101.4400000,99.6700000,99.7200000,138528539
SBER,D,20101028,000000,100.4000000,101.0900000,99.1600000,99.3500000,150956117
SBER,D,20101029,000000,99.0700000,101.8700000,98.3500000,101.3600000,170649901
SBER,D,20101101,000000,102.3400000,103.0600000,101.6100000,101.8500000,145458267
SBER,D,20101102,000000,102.1000000,103.3500000,101.7300000,102.3500000,97340376
SBER,D,20101103,000000,102.5900000,103.7500000,102.3800000,103.3000000,98225650
SBER,D,20101108,000000,105.5800000,106.4700000,103.7600000,103.9500000,156520399
SBER,D,20101109,000000,103.7500000,105.0800000,103.0700000,103.5900000,155664250
SBER,D,20101110,000000,102.9700000,103.5700000,100.2000000,100.4400000,215013743
SBER,D,20101111,000000,101.3800000,101.4400000,97.5300000,98.4000000,233655844
SBER,D,20101112,000000,97.1100000,98.4300000,95.8600000,97.9400000,233233020
SBER,D,20101113,000000,97.3600000,97.8700000,97.0500000,97.8000000,24060330
SBER,D,20101115,000000,98.1500000,99.5100000,97.5200000,99.2000000,145037988
SBER,D,20101116,000000,98.2300000,98.3300000,95.0200000,95.2600000,243007245
SBER,D,20101117,000000,94.8000000,97.5500000,94.7700000,97.2000000,278978860
SBER,D,20101118,000000,98.2100000,99.7100000,97.9600000,99.6600000,224809066
SBER,D,20101119,000000,99.7600000,99.9300000,97.7700000,98.7000000,170893376
SBER,D,20101122,000000,99.7300000,100.7100000,98.9000000,99.1500000,168054538
SBER,D,20101123,000000,98.3100000,99.3400000,97.3500000,98.5000000,221415906
SBER,D,20101124,000000,98.9500000,101.5500000,97.6700000,101.3100000,219105320
SBER,D,20101125,000000,101.4100000,103.1000000,100.7800000,102.6000000,173769896
SBER,D,20101126,000000,102.0000000,102.3900000,99.9500000,101.3600000,175651899
SBER,D,20101129,000000,102.2600000,103.0100000,100.3800000,100.7100000,163566614
SBER,D,20101130,000000,101.0100000,101.9500000,99.6200000,101.5100000,161577920
SBER,D,20101201,000000,102.1200000,103.7700000,101.6600000,103.3400000,167721162
SBER,D,20101202,000000,103.9900000,104.3100000,101.6000000,103.6400000,226749029
SBER,D,20101203,000000,103.7500000,104.0000000,102.0800000,103.0300000,174973698
SBER,D,20101206,000000,103.4200000,105.9300000,102.9500000,105.5600000,251853987
SBER,D,20101207,000000,106.0100000,108.3000000,105.7300000,107.3700000,248860093
SBER,D,20101208,000000,106.5500000,108.9000000,104.6500000,104.6700000,276492126
SBER,D,20101209,000000,106.0100000,106.2600000,104.5000000,104.6300000,204222797
SBER,D,20101210,000000,104.8700000,105.5900000,103.9500000,104.9200000,109932430
SBER,D,20101213,000000,105.8000000,107.9900000,105.4800000,107.4500000,136601988
SBER,D,20101214,000000,107.1700000,108.1000000,106.3100000,107.2500000,149054219
SBER,D,20101215,000000,106.9900000,108.2500000,105.9400000,107.7000000,159641413
SBER,D,20101216,000000,107.0000000,107.9600000,106.0000000,106.3000000,114366204
SBER,D,20101217,000000,106.8100000,107.1700000,105.4400000,105.7000000,90511802
SBER,D,20101220,000000,105.4900000,106.4000000,105.1100000,105.6000000,95504751
SBER,D,20101221,000000,106.1700000,106.8400000,105.7100000,106.8000000,87083986
SBER,D,20101222,000000,106.9500000,107.6400000,106.6600000,106.7800000,73835745
SBER,D,20101223,000000,107.0100000,107.2500000,106.5200000,106.9900000,42710368
SBER,D,20101224,000000,107.0700000,107.2000000,106.0200000,106.2300000,34252423
SBER,D,20101227,000000,106.2500000,106.3900000,105.0100000,105.1200000,41752690
SBER,D,20101228,000000,105.3600000,105.6000000,104.3700000,104.4700000,59869796
SBER,D,20101229,000000,104.8300000,105.0600000,103.2500000,104.3500000,65831554
SBER,D,20101230,000000,104.3800000,104.6800000,103.5000000,104.1800000,54011898
SBER,D,20110111,000000,104.9900000,105.3000000,102.5000000,103.7800000,168295493
SBER,D,20110112,000000,104.4100000,107.1500000,103.8700000,107.0800000,158000084
SBER,D,20110113,000000,107.3400000,108.8700000,106.0400000,107.5400000,202552956
SBER,D,20110114,000000,107.1400000,108.1300000,106.5400000,107.2100000,111849846
SBER,D,20110117,000000,107.3200000,109.8800000,107.1500000,109.5700000,128877249
SBER,D,20110118,000000,109.5900000,110.9500000,107.8000000,108.0800000,183491362
SBER,D,20110119,000000,108.9000000,109.1800000,107.3700000,107.6600000,135632953
SBER,D,20110120,000000,106.8600000,106.9500000,105.1500000,105.2100000,163474355
SBER,D,20110121,000000,105.5100000,106.2500000,104.2700000,105.6100000,184450738
SBER,D,20110124,000000,106.0200000,106.0200000,102.6100000,104.0500000,139685608
SBER,D,20110125,000000,104.4100000,106.6300000,104.4000000,105.9800000,174368175
SBER,D,20110126,000000,106.5500000,108.6500000,106.4000000,108.6000000,161511179
SBER,D,20110127,000000,108.9900000,109.9200000,107.1600000,107.7400000,185175141
SBER,D,20110128,000000,107.3600000,108.4400000,106.1700000,106.3800000,115446283
SBER,D,20110131,000000,105.7900000,106.1400000,104.0600000,105.9000000,162954337
SBER,D,20110201,000000,106.4500000,107.0700000,105.1700000,106.4000000,156583633
SBER,D,20110202,000000,107.0100000,107.3500000,103.5300000,104.3000000,196341585
SBER,D,20110203,000000,104.4500000,105.2500000,102.8200000,103.8800000,145746364
SBER,D,20110204,000000,104.3600000,104.7800000,102.3800000,102.8000000,142534225
SBER,D,20110207,000000,103.3600000,103.5600000,101.2500000,103.1800000,153108290
SBER,D,20110208,000000,103.1000000,103.8600000,100.5100000,101.4200000,184772792
SBER,D,20110209,000000,101.6100000,102.2300000,99.2500000,99.8600000,173956445
SBER,D,20110210,000000,99.8000000,99.8400000,96.2600000,96.3000000,237594268
SBER,D,20110211,000000,96.4300000,101.6400000,96.2000000,101.0400000,316908698
SBER,D,20110214,000000,102.0000000,103.0900000,100.8300000,101.2900000,195482757
SBER,D,20110215,000000,101.4800000,102.9200000,99.3200000,99.5100000,186455541
SBER,D,20110216,000000,100.0000000,101.8500000,98.6500000,100.6000000,208295893
SBER,D,20110217,000000,101.6500000,102.8500000,100.1500000,100.9000000,167001379
SBER,D,20110218,000000,101.2000000,101.8900000,99.9000000,100.8200000,130641507
SBER,D,20110221,000000,100.8500000,102.0000000,99.8200000,100.4900000,118235902
SBER,D,20110222,000000,99.5000000,99.5000000,97.2400000,98.5100000,190223650
SBER,D,20110224,000000,97.2500000,98.1400000,95.5000000,97.2000000,252844566
SBER,D,20110225,000000,98.1900000,100.3900000,97.5400000,100.3400000,173055676
SBER,D,20110228,000000,100.8300000,102.4700000,99.8700000,102.1000000,172685141
SBER,D,20110301,000000,102.5100000,103.0000000,99.6200000,99.8900000,193923890
SBER,D,20110302,000000,98.9900000,99.8700000,97.8500000,99.5000000,155257370
SBER,D,20110303,000000,100.2100000,102.3500000,100.0500000,101.9900000,182343720
SBER,D,20110304,000000,102.4300000,102.5900000,99.8200000,100.3300000,147805750
SBER,D,20110305,000000,100.4600000,101.7800000,100.0300000,101.5500000,41881820
SBER,D,20110309,000000,101.8500000,103.4800000,101.4300000,102.9100000,205367670
SBER,D,20110310,000000,101.9900000,102.5600000,99.4200000,99.7700000,198655700
SBER,D,20110311,000000,98.9900000,100.1600000,97.2500000,98.7500000,240633670
SBER,D,20110314,000000,97.9600000,99.8000000,96.8500000,97.1000000,215177240
SBER,D,20110315,000000,95.2500000,95.7100000,93.7100000,95.0000000,298751930
SBER,D,20110316,000000,96.0300000,97.1700000,93.9100000,94.4700000,249618060
SBER,D,20110317,000000,94.9900000,98.3000000,94.6600000,98.1900000,234318920
SBER,D,20110318,000000,99.0000000,100.3000000,97.7900000,100.1600000,250384210
SBER,D,20110321,000000,100.9200000,101.5600000,99.5200000,100.5400000,209191330
SBER,D,20110322,000000,100.7000000,101.5000000,99.7600000,100.3000000,194367980
SBER,D,20110323,000000,99.9700000,101.2200000,99.5000000,101.1000000,178949710
SBER,D,20110324,000000,101.4700000,105.1500000,101.1000000,105.0900000,300238080
SBER,D,20110325,000000,105.3700000,107.1500000,105.1300000,106.9400000,259254700
SBER,D,20110328,000000,106.4900000,106.8900000,105.5500000,106.2300000,124798290
SBER,D,20110329,000000,106.0900000,107.6500000,105.5700000,106.2600000,177980330
SBER,D,20110330,000000,107.1500000,107.9500000,106.6200000,106.9300000,133830410
SBER,D,20110331,000000,107.0400000,107.6000000,106.3100000,106.6500000,113729320
SBER,D,20110401,000000,106.7300000,109.1000000,106.4500000,108.7200000,182024290
SBER,D,20110404,000000,108.8100000,109.5500000,108.0400000,108.4300000,163243160
SBER,D,20110405,000000,108.5000000,108.6000000,105.8800000,106.8500000,176633550
SBER,D,20110406,000000,107.1000000,108.3600000,106.6600000,107.9900000,138488890
SBER,D,20110407,000000,107.6000000,107.8800000,106.4200000,106.9800000,129683120
SBER,D,20110408,000000,107.5900000,109.1700000,107.5100000,109.1000000,156359300
SBER,D,20110411,000000,109.0000000,109.7600000,107.5100000,108.4800000,126413730
SBER,D,20110412,000000,106.9900000,107.2800000,104.5600000,104.8800000,169539200
SBER,D,20110413,000000,105.5600000,106.4700000,103.6400000,106.2900000,240214070
SBER,D,20110414,000000,105.8400000,106.7400000,103.8000000,106.4300000,163886230
SBER,D,20110415,000000,106.4200000,107.2000000,105.0600000,105.9200000,115517760
SBER,D,20110418,000000,105.2800000,105.3600000,99.7700000,100.3400000,188255900
SBER,D,20110419,000000,100.6000000,102.1200000,100.5600000,101.6100000,157782030
SBER,D,20110420,000000,102.6400000,103.6800000,102.3200000,102.8400000,150625170
SBER,D,20110421,000000,103.7700000,103.9700000,101.9100000,102.6600000,110754290
SBER,D,20110422,000000,102.7800000,104.3700000,102.6100000,103.9200000,69267550
SBER,D,20110425,000000,104.3600000,104.5800000,101.5500000,101.8300000,98690160
SBER,D,20110426,000000,101.2200000,102.3300000,99.9100000,101.5000000,137503840
SBER,D,20110427,000000,102.1600000,102.3700000,100.0200000,100.1700000,131408430
SBER,D,20110428,000000,101.8700000,102.0900000,99.2600000,101.1400000,158867930
SBER,D,20110429,000000,100.7600000,100.8000000,99.3600000,100.0000000,91195390
SBER,D,20110503,000000,99.9000000,100.1700000,97.5500000,97.7000000,120692710
SBER,D,20110504,000000,97.5200000,99.5600000,96.0400000,96.4000000,200497690
SBER,D,20110505,000000,97.2000000,98.2200000,95.1600000,95.6100000,193973610
SBER,D,20110506,000000,95.4100000,98.2900000,94.6600000,98.2000000,212040490
SBER,D,20110510,000000,97.7700000,99.2700000,97.1600000,97.3500000,145792420
SBER,D,20110511,000000,98.0100000,98.7500000,96.5000000,96.7800000,134912190
SBER,D,20110512,000000,95.8800000,97.3900000,95.1500000,96.7000000,183051610
SBER,D,20110513,000000,97.5000000,98.4000000,96.8300000,97.9900000,131946680
SBER,D,20110516,000000,97.0500000,98.4700000,96.7500000,97.9100000,136844670
SBER,D,20110517,000000,98.1200000,98.6900000,95.8900000,96.0700000,144203250
SBER,D,20110518,000000,97.1900000,97.7700000,96.3000000,97.1700000,117549430
SBER,D,20110519,000000,97.9000000,97.9400000,96.4100000,96.5300000,117389910
SBER,D,20110520,000000,96.6000000,97.1300000,93.9300000,94.0000000,159458940
SBER,D,20110523,000000,92.9900000,93.0300000,91.5000000,91.6500000,145597840
SBER,D,20110524,000000,92.0500000,93.9400000,91.9300000,93.6200000,154029210
SBER,D,20110525,000000,92.5800000,95.3000000,92.2500000,95.2500000,138446240
SBER,D,20110526,000000,95.9500000,96.1900000,94.3300000,95.7000000,147951230
SBER,D,20110527,000000,96.2000000,97.3500000,95.8000000,97.1000000,137378530
SBER,D,20110530,000000,96.9500000,97.6600000,96.6500000,97.4000000,50004320
SBER,D,20110531,000000,98.1000000,98.9500000,97.4800000,97.5900000,122162440
SBER,D,20110601,000000,98.0000000,98.1100000,96.1500000,96.7300000,111364170
SBER,D,20110602,000000,95.7200000,97.0400000,95.2800000,96.9100000,114693740
SBER,D,20110603,000000,96.9300000,97.3000000,94.1900000,95.0200000,149824300
SBER,D,20110606,000000,95.1100000,96.8400000,93.2600000,95.9000000,152711950
SBER,D,20110607,000000,95.7500000,97.1100000,95.4000000,96.2500000,129869760
SBER,D,20110608,000000,96.0500000,96.5900000,94.5100000,95.9000000,148472620
SBER,D,20110609,000000,96.3900000,99.4200000,95.5300000,99.2200000,177744170
SBER,D,20110610,000000,98.7500000,99.3200000,97.4700000,97.5500000,118085870
SBER,D,20110614,000000,98.2000000,98.5900000,97.2100000,97.7000000,116153440
SBER,D,20110615,000000,97.6100000,98.7800000,97.0600000,97.7000000,132225090
SBER,D,20110616,000000,96.7500000,97.0500000,95.6200000,96.9700000,138970050
SBER,D,20110617,000000,96.5600000,96.9700000,95.2500000,95.3300000,109307330
SBER,D,20110620,000000,94.8000000,95.1000000,94.3000000,94.7600000,87737160
SBER,D,20110621,000000,95.2900000,96.6000000,95.2800000,96.0500000,102905780
SBER,D,20110622,000000,96.1800000,96.2900000,95.1500000,95.7400000,68371310
SBER,D,20110623,000000,94.8500000,96.1000000,93.8600000,94.1900000,143955670
SBER,D,20110624,000000,95.3300000,97.2000000,95.0700000,97.1500000,179995040
SBER,D,20110627,000000,96.6000000,97.3200000,95.6700000,96.5400000,111169710
SBER,D,20110628,000000,96.8000000,99.2500000,96.5400000,99.1500000,156282170
SBER,D,20110629,000000,99.2900000,100.0500000,98.8000000,99.4700000,139826430
SBER,D,20110630,000000,99.5300000,100.2500000,99.2500000,100.0000000,128575620
SBER,D,20110701,000000,100.0500000,104.8500000,99.8400000,104.5000000,316872450
SBER,D,20110704,000000,104.9900000,105.3000000,104.1700000,104.7200000,119385880
SBER,D,20110705,000000,104.7700000,105.4400000,103.9100000,104.3000000,138909660
SBER,D,20110706,000000,104.5300000,104.9800000,103.2500000,104.3600000,135313350
SBER,D,20110707,000000,104.9500000,107.7000000,104.8200000,107.6200000,192620730
SBER,D,20110708,000000,107.4000000,107.4800000,104.9000000,105.2700000,160393870
