<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,20100929,000000,157.5000000,159.0900000,157.1300000,157.8500000,42492680
GAZP,D,20100930,000000,157.8500000,160.2900000,157.8100000,160.0000000,54723017
GAZP,D,20101001,000000,160.0000000,162.0100000,159.4700000,160.5400000,60923751
GAZP,D,20101004,000000,161.4000000,163.1400000,160.5000000,161.9900000,61902787
GAZP,D,20101005,000000,162.0000000,162.5300000,160.3100000,162.4400000,61546943
GAZP,D,20101006,000000,163.5000000,164.4000000,162.0000000,163.0000000,67921495
GAZP,D,20101007,000000,163.2700000,164.0000000,162.1500000,162.4900000,43529081
GAZP,D,20101008,000000,162.2800000,163.3500000,161.3600000,163.3500000,43243330
GAZP,D,20101011,000000,164.0100000,165.1500000,163.6500000,165.0000000,35204894
GAZP,D,20101012,000000,163.4000000,163.8400000,162.5600000,163.0000000,44302117
GAZP,D,20101013,000000,163.8600000,165.0300000,162.8400000,164.7400000,57311591
GAZP,D,20101014,000000,165.5300000,165.7500000,161.6600000,162.3000000,56195281
GAZP,D,20101015,000000,162.3500000,163.1200000,160.6300000,161.0000000,44072759
GAZP,D,20101018,000000,160.2400000,163.6000000,159.7200000,163.4000000,51360780
GAZP,D,20101019,000000,163.3900000,164.6700000,161.5200000,162.2700000,57126626
GAZP,D,20101020,000000,161.4700000,162.8700000,160.5300000,161.9000000,39951196
GAZP,D,20101021,000000,162.1100000,165.9800000,161.0600000,165.8000000,76097438
GAZP,D,20101022,000000,165.3000000,169.7000000,164.5600000,168.4900000,80826770
GAZP,D,20101025,000000,170.0100000,171.4000000,169.2100000,169.6200000,76302827
GAZP,D,20101026,000000,169.5500000,169.9700000,167.3500000,168.4500000,50388722
GAZP,D,20101027,000000,168.1500000,168.5000000,167.0000000,167.0200000,42794681
GAZP,D,20101028,000000,167.7100000,169.5000000,166.5000000,167.1700000,46129940
GAZP,D,20101029,000000,166.8200000,170.4700000,166.5600000,168.8900000,50896413
GAZP,D,20101101,000000,169.9900000,171.4000000,169.4000000,169.8900000,46087533
GAZP,D,20101102,000000,169.9300000,170.5000000,168.9500000,170.1600000,28573798
GAZP,D,20101103,000000,170.2600000,171.0000000,169.5600000,170.1900000,33887892
GAZP,D,20101108,000000,174.3800000,175.3500000,173.6000000,174.2000000,62888228
GAZP,D,20101109,000000,174.0200000,177.4400000,174.0200000,176.1000000,70927999
GAZP,D,20101110,000000,175.0400000,175.5100000,173.1000000,174.4700000,54807302
GAZP,D,20101111,000000,175.3900000,175.7400000,172.3600000,172.6000000,42875766
GAZP,D,20101112,000000,170.9900000,172.8000000,169.9000000,171.8800000,46123354
GAZP,D,20101113,000000,171.1800000,171.9100000,170.6200000,171.6900000,13316997
GAZP,D,20101115,000000,172.0000000,173.2000000,170.5700000,171.7900000,35088226
GAZP,D,20101116,000000,170.8200000,170.8500000,168.4800000,169.5700000,37314860
GAZP,D,20101117,000000,168.4500000,170.1900000,167.6600000,168.8100000,40258848
GAZP,D,20101118,000000,169.5700000,170.7000000,169.2000000,170.7000000,33926359
GAZP,D,20101119,000000,170.6900000,172.3000000,169.2300000,172.2000000,43812677
GAZP,D,20101122,000000,172.9800000,174.0900000,169.5200000,169.7100000,56322495
GAZP,D,20101123,000000,168.9700000,169.5000000,166.9000000,167.7000000,47873576
GAZP,D,20101124,000000,168.2000000,170.5000000,165.6000000,170.3200000,65358337
GAZP,D,20101125,000000,170.5000000,173.7800000,169.6000000,172.6000000,62109192
GAZP,D,20101126,000000,171.8300000,175.1000000,171.7100000,174.4900000,76524288
GAZP,D,20101129,000000,175.5000000,176.3700000,172.2000000,173.0300000,55407889
GAZP,D,20101130,000000,173.6600000,175.0000000,172.2700000,174.2000000,46094132
GAZP,D,20101201,000000,174.7000000,183.0000000,174.5500000,182.4900000,148081682
GAZP,D,20101202,000000,184.0500000,189.7400000,182.7200000,189.2000000,170181764
GAZP,D,20101203,000000,189.2000000,193.3000000,187.8500000,190.7000000,159431094
GAZP,D,20101206,000000,191.1100000,194.5500000,191.1100000,194.3000000,94455773
GAZP,D,20101207,000000,194.9900000,196.3000000,191.7500000,192.9500000,102870484
GAZP,D,20101208,000000,191.3500000,193.6000000,189.7100000,190.9000000,72268870
GAZP,D,20101209,000000,192.8500000,193.4900000,191.1000000,192.8300000,55623604
GAZP,D,20101210,000000,192.8300000,194.1500000,191.3100000,192.8700000,49300524
GAZP,D,20101213,000000,194.1000000,196.5000000,193.8000000,195.8000000,63397521
GAZP,D,20101214,000000,195.0400000,197.7500000,194.0900000,197.2000000,62753629
GAZP,D,20101215,000000,196.5600000,198.1500000,193.5000000,195.5600000,74594996
GAZP,D,20101216,000000,194.6600000,195.2600000,192.6000000,193.4300000,51025469
GAZP,D,20101217,000000,194.0000000,196.5000000,193.4300000,194.1100000,61446994
GAZP,D,20101220,000000,193.8400000,194.9000000,192.8500000,194.0300000,32299486
GAZP,D,20101221,000000,195.2500000,196.1100000,194.4900000,195.5200000,29012272
GAZP,D,20101222,000000,196.2100000,197.8400000,195.9000000,197.0000000,42184311
GAZP,D,20101223,000000,197.1100000,197.1700000,195.0700000,196.0100000,32028477
GAZP,D,20101224,000000,196.3900000,196.5500000,194.5100000,195.3200000,16880249
GAZP,D,20101227,000000,195.0800000,195.8000000,194.0900000,194.9000000,17073821
GAZP,D,20101228,000000,195.1900000,195.3200000,194.1100000,194.4100000,17412509
GAZP,D,20101229,000000,194.7100000,195.2000000,191.5200000,192.5000000,24168621
GAZP,D,20101230,000000,192.5200000,193.9800000,191.7000000,193.5000000,20577619
GAZP,D,20110111,000000,193.9200000,194.4000000,191.9800000,194.1500000,32734445
GAZP,D,20110112,000000,194.9800000,200.9500000,194.3200000,200.6400000,69727226
GAZP,D,20110113,000000,200.6500000,202.8500000,196.5100000,197.4000000,74213300
GAZP,D,20110114,000000,196.8900000,198.8400000,194.1200000,195.9200000,67338242
GAZP,D,20110117,000000,195.9900000,199.9500000,195.3500000,198.7000000,52545140
GAZP,D,20110118,000000,199.0000000,201.3500000,196.5000000,198.8000000,78888491
GAZP,D,20110119,000000,199.6400000,200.5500000,197.5500000,198.1200000,57791074
GAZP,D,20110120,000000,196.5300000,196.6900000,193.2400000,194.2000000,65724818
GAZP,D,20110121,000000,194.6800000,195.1800000,191.8100000,192.7100000,74665628
GAZP,D,20110124,000000,193.5700000,193.6000000,187.2600000,189.0500000,70597589
GAZP,D,20110125,000000,190.4200000,192.4400000,188.8800000,190.0000000,57640202
GAZP,D,20110126,000000,190.8000000,197.5000000,190.7700000,197.1400000,89885588
